Día,"Nombre de la cuenta","Nombre de la campaña","Nombre del conjunto de anuncios","Nombre del anuncio",Divisa,"Importe gastado (USD)","Costo por registro completado","Registros completados en el sitio web",Alcance,Impresiones,Frecuencia,"Clics (todos)","CPC (todos)","CTR (todos)","Clics en el enlace","CPC (costo por clic en el enlace)","CTR (porcentaje de clics en el enlace)","Visitas a la página de destino","Costo por visita a la página de destino","Conversaciones con mensajes iniciadas","CP - Comunicación audiovisual","CP - Computación e informática","CP - Marketing","CP - Publicidad y marketing","CP - Administración de hoteles","CP - Diseño de modas","CP - Negocios Internacionales","CP - Secretariado ejecutivo","CP - Desarrollo de software","CP - Landing general","CP - Periodismo audiovisual","CP - Contabilidad","CP - Administración bancaria y financiera","CP - Fisioterapia y rehabilitación","CP - Gastronomía","CP - Ciberseguridad","CP - Administración de empresas","CP - Enfermería","CP - Redes y seguridad informática","CP - Diseño de interiores","CP - Administración logística","CP - Diseño gráfico","CP - Software","CP - Tëcnica en farmacia","CP - Cpex","Clientes potenciales de Meta","CP - Cursos","CP - Cluster gestión","Inicio del informe","Fin del informe"
2025-04-15,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-4,intereses_panaderia_cpl,ppl_panaderia_cursos___mar_26,USD,3.28,3.28,1,929,1090,1.17330463,14,0.23428571,1.28440367,6,0.54666667,0.55045872,4,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-4,intereses_pasteleria_cpl,img_pasteleria_14-ene-25_intereses_ppl,USD,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-4,intereses_pasteleria_cpl,ppl_pasteleria_cursos___mar_26,USD,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-4,intereses_pescadoymariscos_cpl,img_gastronomia_26-nov-2024_intereses_ppl,USD,5.29,1.76333333,3,1974,2223,1.12613982,63,0.08396825,2.8340081,23,0.23,1.03463788,17,0.31117647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-4,intereses_pescadoymariscos_cpl,ppl_pescadosymariscos_cursos___mar_26,USD,1.62,,,564,647,1.14716312,15,0.108,2.31839258,5,0.324,0.77279753,4,0.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-4,intereses_salud_cpl,img_primeros-auxilios-100%-presencial_ppl_null,USD,3.2,,,923,1008,1.09209101,16,0.2,1.58730159,9,0.35555556,0.89285714,8,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-4,intereses_salud_cpl,img_primeros-auxilios_07-feb-2025_intereses_ppl,USD,1.25,1.25,1,373,422,1.13136729,15,0.08333333,3.55450237,5,0.25,1.18483412,2,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_mensajes_subasta_whatsapp,intereses_whatsapp-cursos_cpc,img_excel_10-ene-2025_intereses_ppl,USD,15.78,15.78,1,4375,4973,1.13668571,83,0.19012048,1.66901267,25,0.6312,0.50271466,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_mensajes_subasta_whatsapp,intereses_whatsapp-cursos_cpc,img_importa-china_10-ene-2025_intereses_ppl,USD,3.33,,,838,965,1.15155131,30,0.111,3.10880829,8,0.41625,0.82901554,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_mensajes_subasta_whatsapp,intereses_whatsapp-cursos_cpc,img_office-cintillo-anuncio-excel_intereses_ppl,USD,2.4,2.4,1,548,621,1.13321168,12,0.2,1.93236715,4,0.6,0.64412238,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_mensajes_subasta_whatsapp,intereses_whatsapp-cursos_cpc,img_office_10-ene-2025_intereses_ppl,USD,2.84,,,460,519,1.12826087,19,0.14947368,3.66088632,9,0.31555556,1.73410405,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_mensajes_subasta_whatsapp,intereses_whatsapp-cursos_cpc,img_potencia-tu-empleabilidad_09-ene-2025_intereses_ppl,USD,0.01,,,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_mensajes_subasta_whatsapp,intereses_whatsapp-cursos_cpc,img_power-bi_10-ene-2025_intereses_ppl,USD,5.43,,,828,985,1.18961353,35,0.15514286,3.55329949,15,0.362,1.52284264,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_4_conversiones_subasta_cajero-financiero,intereses_cajero-financiero_cpl,img_cajero-financiero_15-ene-2025_intereses_ppl,USD,9.11,1.13875,8,2831,3425,1.20981985,53,0.17188679,1.54744526,21,0.43380952,0.61313869,14,0.65071429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_4_conversiones_subasta_diseno-grafico,intereses_diseno-grafico_cpl,img_diseno-grafico-cintillo-photoshop-programas_ppl_null,USD,2.4,2.4,1,383,433,1.1305483,7,0.34285714,1.61662818,4,0.6,0.92378753,4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_4_conversiones_subasta_diseno-grafico,intereses_diseno-grafico_cpl,img_diseno-grafico_11-mar-2025_intereses_ppl,USD,5.06,1.68666667,3,1730,2145,1.23988439,49,0.10326531,2.28438228,21,0.24095238,0.97902098,13,0.38923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_4_conversiones_subasta_diseno-grafico,intereses_diseno-grafico_cpl,ppl_diseno-grafico_cursos___mar_26,USD,0.15,,,27,31,1.14814815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_4_conversiones_subasta_diseno-grafico,rmk_diseno-grafico_cpl,img_diseno-grafico-cintillo-photoshop-programas_ppl_null,USD,1.49,1.49,1,291,354,1.21649485,15,0.09933333,4.23728814,6,0.24833333,1.69491525,4,0.3725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_4_conversiones_subasta_excel,intereses_excel_cpl,img_excel-grati_17-dic-2024_intereses_ppl,USD,0.58,0.116,5,123,131,1.06504065,4,0.145,3.05343511,2,0.29,1.52671756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_4_conversiones_subasta_excel,intereses_excel_cpl,img_excel-paquete_ppl_null,USD,7.63,1.526,5,1941,2178,1.12210201,34,0.22441176,1.5610652,14,0.545,0.64279155,12,0.63583333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_4_conversiones_subasta_excel,intereses_excel_cpl,img_excel-sanvalentin-intereses_ppl_null,USD,1.03,0.515,2,265,295,1.11320755,16,0.064375,5.42372881,9,0.11444444,3.05084746,7,0.14714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_4_conversiones_subasta_excel,intereses_excel_cpl,img_excel_01-feb-2025_intereses_ppl,USD,0.24,0.24,1,33,36,1.09090909,3,0.08,8.33333333,2,0.12,5.55555556,1,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_4_conversiones_subasta_office,intereses_office_cpl,img_office-productividad_ppl_null,USD,0.33,0.165,2,104,123,1.18269231,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_4_conversiones_subasta_office,lal_office_cpl,img_office-productividad_ppl_null,USD,3.2,3.2,1,500,623,1.246,10,0.32,1.60513644,4,0.8,0.64205457,3,1.06666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_4_conversiones_subasta_office,lal_office_cpl,img_office_12-nov-2024_lal_ppl,USD,5.96,1.192,5,1262,1542,1.22187005,29,0.20551724,1.88067445,11,0.54181818,0.71335927,5,1.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CURSOS_FB,sise_cursos_bbdd-whatsapp_aon_meta_facebook_consideration_conversaciones_cursos_2025_abr_11,rmkt_remarketing_facebook_cursos__cpc,ppl_asistente-de-gerencia_cursos___abr_11,USD,1.34,,,242,426,1.76033058,2,0.67,0.46948357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CURSOS_FB,sise_cursos_bbdd-whatsapp_aon_meta_facebook_consideration_conversaciones_cursos_2025_abr_11,rmkt_remarketing_facebook_cursos__cpc,ppl_asistente-de-logistica_cursos___abr_11,USD,1.2,,,327,539,1.64831804,4,0.3,0.74211503,2,0.6,0.37105751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CURSOS_FB,sise_cursos_bbdd-whatsapp_aon_meta_facebook_consideration_conversaciones_cursos_2025_abr_11,rmkt_remarketing_facebook_cursos__cpc,ppl_cajero-financiero-comercial-m1_cursos___abr_11,USD,0.34,,,100,123,1.23,2,0.17,1.62601626,1,0.34,0.81300813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CURSOS_FB,sise_cursos_bbdd-whatsapp_aon_meta_facebook_consideration_conversaciones_cursos_2025_abr_11,rmkt_remarketing_facebook_cursos__cpc,ppl_cajero-financiero-comercial-m2_cursos___abr_11,USD,1.88,,,260,432,1.66153846,1,1.88,0.23148148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CURSOS_FB,sise_cursos_bbdd-whatsapp_aon_meta_facebook_consideration_conversaciones_cursos_2025_abr_11,rmkt_remarketing_facebook_cursos__cpc,ppl_marketing-digital_cursos___abr_11,USD,2.28,,,292,581,1.98972603,5,0.456,0.8605852,2,1.14,0.34423408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_IDIOMAS_FB,SIS-Idiomas_social-media_facebook_aon_2025_1_conversiones_subasta_lenguaje-de-senas,intereses_lenguaje-de-senas_cpl,img_lenguaje-senas-curso-corto-19agosto_intereses_ppl,USD,7.66,0.9575,8,7459,7899,1.05898914,106,0.07226415,1.34194202,38,0.20157895,0.48107355,27,0.2837037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_IDIOMAS_FB,SIS-Idiomas_social-media_facebook_tactica_2025_1_mensajes_subasta_whatsapp,intereses_ingles_cpl,img_aprende-ingles_26-ene-2025_intereses_ppl,USD,11.61,,,5150,6013,1.16757282,138,0.08413043,2.29502744,48,0.241875,0.79827041,1,11.61,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_IDIOMAS_FB,SIS-Idiomas_social-media_facebook_tactica_2025_1_mensajes_subasta_whatsapp,intereses_ingles_cpl,img_el-mundo-es-tuyo_09-ene-2025_intereses_ppl,USD,0.13,,,40,42,1.05,3,0.04333333,7.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_IDIOMAS_FB,SIS-Idiomas_social-media_facebook_tactica_2025_1_mensajes_subasta_whatsapp,intereses_ingles_cpl,img_el-mundo-es-tuyo_10-ene-2025_intereses_ppl,USD,0.01,,,11,11,1,5,0.002,45.45454545,1,0.01,9.09090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-14,SISE_CARRERAS_FB,SIS-Pre_social-media_facebook_aon_2025_1_mensajes_subasta_whatsapp-formacion-corporativa,demografia_formacion-corporativa_cpc,img_carrusel_22-ene-2025_demografia_ppl,USD,3.63,,,327,441,1.34862385,12,0.3025,2.72108844,11,0.33,2.49433107,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-14,SISE_CARRERAS_FB,SIS-Pre_social-media_facebook_aon_2025_1_mensajes_subasta_whatsapp-formacion-corporativa,demografia_formacion-corporativa_cpc,img_gastronomia_22-ene-2025_demografia_ppl,USD,8.11,,,1556,1885,1.21143959,39,0.20794872,2.06896552,14,0.57928571,0.74270557,1,8.11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-14,SISE_CARRERAS_FB,sise_carreras_banca-y-finanzas_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_banca-y-finanzas_facebook_carreras__cpl,ppl_admi-bancaria-m1_carreras___abr_1,USD,10.99,5.495,2,10776,11988,1.11247216,31,0.35451613,0.25859193,17,0.64647059,0.14180848,7,1.57,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-14,SISE_CARRERAS_FB,sise_carreras_banca-y-finanzas_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_banca-y-finanzas_facebook_carreras__cpl,ppl_contabilidad-inicio-mayo_carreras___abr_10,USD,10.94,,,4068,4490,1.10373648,28,0.39071429,0.62360802,11,0.99454545,0.24498886,6,1.82333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-14,SISE_CARRERAS_FB,sise_carreras_banca-y-finanzas_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_banca-y-finanzas_facebook_carreras__cpl,ppl_contabilidad-m2_carreras___abr_1,USD,5.65,5.65,1,6052,7139,1.17961005,82,0.06890244,1.14862025,36,0.15694444,0.50427231,11,0.51363636,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-14,SISE_CARRERAS_FB,sise_carreras_banca-y-finanzas_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_banca-y-finanzas_facebook_carreras__cpl,ppl_admi-bancaria-m1_carreras___abr_1,USD,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-14,SISE_CARRERAS_FB,sise_carreras_banca-y-finanzas_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_banca-y-finanzas_facebook_carreras__cpl,ppl_contabilidad-m1_carreras___abr_1,USD,3.65,3.65,1,766,851,1.11096606,8,0.45625,0.94007051,3,1.21666667,0.35252644,3,1.21666667,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-14,SISE_CARRERAS_FB,sise_carreras_banca-y-finanzas_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_banca-y-finanzas_facebook_carreras__cpl,ppl_contabilidad-m2_carreras___abr_1,USD,0.09,,,35,37,1.05714286,1,0.09,2.7027027,1,0.09,2.7027027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-14,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_comunicacion-audiovisual-inicio-mayo_carreras___abr_10,USD,2.16,,,430,461,1.07209302,6,0.36,1.30151844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-14,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_comunicacion-audiovisual-m2_carreras___abr_1,USD,15.54,5.18,3,6930,8366,1.20721501,62,0.25064516,0.74109491,28,0.555,0.33468802,11,1.41272727,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-14,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_diseno-grafico-inicio-mayo_carreras___abr_10,USD,13.43,13.43,1,2530,3308,1.30750988,28,0.47964286,0.84643289,16,0.839375,0.48367594,11,1.22090909,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2025-04-01,2025-04-15
2025-04-14,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_diseno-grafico-m3_carreras___abr_1,USD,7.62,7.62,1,2270,2755,1.21365639,42,0.18142857,1.52450091,14,0.54428571,0.50816697,4,1.905,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-14,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_diseno-interiores-incio-mayo_carreras___abr_10,USD,6.14,,,1466,1727,1.17803547,9,0.68222222,0.52113492,6,1.02333333,0.34742328,3,2.04666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-14,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_diseno-interiores-m1_carreras___abr_1,USD,8.05,4.025,2,2101,2487,1.18372204,31,0.25967742,1.2464817,11,0.73181818,0.44229996,8,1.00625,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2025-04-01,2025-04-15
2025-04-14,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_marketing-digital-inicio-mayo_carreras___abr_10,USD,15.55,,,2811,3626,1.28993241,30,0.51833333,0.82735797,10,1.555,0.27578599,8,1.94375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-14,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_marketing-digital-m1_carreras___abr_1,USD,33.59,4.79857143,7,6479,7618,1.17579873,64,0.52484375,0.84011552,32,1.0496875,0.42005776,22,1.52681818,1,,,,4,,,,,,3,,,,,,,,,,,,,,,,,3,,2025-04-01,2025-04-15
2025-04-14,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_modas-inicio-mayo_carreras___abr_10,USD,43.73,3.36384615,13,14591,17593,1.20574327,155,0.28212903,0.88103223,71,0.61591549,0.4035696,39,1.12128205,,,,,1,,3,,,,9,,,,,,,,,,,,,,,,,4,,2025-04-01,2025-04-15
2025-04-14,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppv_diseno-interiores_carreras___abr_2,USD,36.24,18.12,2,10872,12946,1.19076527,134,0.27044776,1.03506875,64,0.56625,0.49436119,31,1.16903226,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-14,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppv_publicidad-marketing-digital_carreras___abr_2,USD,20.23,,,4082,4766,1.16756492,68,0.2975,1.42677298,22,0.91954545,0.46160302,13,1.55615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-14,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_diseno-grafico-m3_carreras___abr_1,USD,0.28,,,28,31,1.10714286,5,0.056,16.12903226,2,0.14,6.4516129,1,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-14,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_diseno-interiores-m1_carreras___abr_1,USD,0.15,,,56,59,1.05357143,2,0.075,3.38983051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-14,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_modas-inicio-mayo_carreras___abr_10,USD,3.67,,,428,552,1.28971963,25,0.1468,4.52898551,8,0.45875,1.44927536,7,0.52428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-14,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_modas-m1_carreras___abr_1,USD,0.15,,,73,76,1.04109589,1,0.15,1.31578947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-14,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppv_diseno-interiores_carreras___abr_2,USD,0.38,,,64,72,1.125,2,0.19,2.77777778,1,0.38,1.38888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-14,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppv_publicidad-marketing-digital_carreras___abr_2,USD,0.33,,,70,75,1.07142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-14,SISE_CARRERAS_FB,sise_carreras_eventos_aon_meta_facebook_conversion_conversions_carreras_2025_abr_4,abierto_eventos-talleres_cpl,ppl_ia-en-diseno_carreras___abr_4,USD,21.82,0.62342857,35,14362,15780,1.09873277,509,0.04286837,3.22560203,132,0.16530303,0.8365019,97,0.22494845,2,,,,,,,,,,3,,,,,,,,,,,,,,,,,2,,2025-04-01,2025-04-15
2025-04-14,SISE_CARRERAS_FB,sise_carreras_eventos_aon_meta_facebook_conversion_conversions_carreras_2025_abr_4,abierto_eventos-talleres_cpl,ppl_idea-de-negocio_carreras___abr_4,USD,0.3,0.3,1,80,90,1.125,15,0.02,16.66666667,5,0.06,5.55555556,5,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-14,SISE_CARRERAS_FB,sise_carreras_eventos_aon_meta_facebook_conversion_conversions_carreras_2025_abr_4,abierto_eventos-talleres_cpl,ppl_seguridad-y-prevencio-suero_carreras___abr_4,USD,3.22,1.61,2,2258,2501,1.10761736,54,0.05962963,2.15913635,18,0.17888889,0.71971212,13,0.24769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-14,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,img_diseno-grafico_16-mar-2025_intereses_ppl,USD,51.6,,,232500,234663,1.00930323,409,0.12616137,0.1742925,275,0.18763636,0.11718933,75,0.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-14,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,img_inicia-hoy-tu-futuro_17-mar-2025_intereses_ppl,USD,9.76,,,42491,44910,1.0569297,94,0.10382979,0.2093075,62,0.15741935,0.13805389,9,1.08444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-14,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,img_oportunidades-laborales_26-dic-2024_intereses_ppl,USD,11.87,,,50938,54300,1.06600181,117,0.10145299,0.21546961,50,0.2374,0.09208103,6,1.97833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-14,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,img_potenciamos-perfil_26-dic-2024_intereses_ppl,USD,8.4,,,36016,37967,1.05417037,67,0.12537313,0.17646904,35,0.24,0.09218532,5,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
